sorted,word,full text,candidates
"(widow (n.)_E, widewe_OE/wuduwe_OE);(widewe_OE/wuduwe_OE, *widuwō_PGer);(*widuwō_PGer, *widhewo_PIE);(*widhewo_PIE, *uidh-_PIE)",widow (n.),"Old English widewe, wuduwe, from Proto-Germanic *widuwō (source also of Old Saxon widowa, Old Frisian widwe, Middle Dutch, Dutch weduwe, Dutch weeuw, Old High German wituwa, German Witwe, Gothic widuwo), from PIE adjective *widhewo (source also of Sanskrit vidhuh ""lonely, solitary,"" vidhava ""widow;"" Avestan vithava, Latin vidua, Old Church Slavonic vidova, Russian vdova, Old Irish fedb, Welsh guedeu ""widow;"" Persian beva, Greek eitheos ""unmarried man;"" Latin viduus ""bereft, void""), from root *uidh- ""to separate, divide"" (see with).
Extended to ""woman separated from or deserted by her husband"" from mid-15c. (usually in a combination, such as grass widow). As a prefix to a name, attested from 1570s. Meaning ""short line of type"" (especially at the top of a column) is 1904 print shop slang. Widow's mite is from Mark xii.43. Widow's peak is from the belief that hair growing to a point on the forehead is an omen of early widowhood, suggestive of the ""peak"" of a widow's hood. The widow bird (1747) so-called in reference to the long black tail feathers of the males, suggestive of widows' veils.","widewe,wuduwe,*widuwō,widowa,widwe,weduwe,weeuw,wituwa,Witwe,widuwo,*widhewo,vidhuh,vidhava,vithava,vidua,vidova,vdova,fedb,guedeu,beva,eitheos,viduus,*uidh-,with,grass widow,Widow's mite,Widow's peak,widow bird"
"(widow (v.)_E, widow (n.)_E)",widow (v.),early 14c.; see widow (n.). Related: Widowed; widowing.,"widow,Widowed,widowing"
"(warlike_E, war (n.)_E, like (adj.)_E)",warlike,"early 15c., from war (n.) + like (adj.).","war,like"
"(wimple_E, wimpel_OE);(wimpel_OE, *wimpilaz_PGer);(*wimpilaz_PGer, *weip-_PIE)",wimple,"""head and neck covering for women,"" formerly worn out of doors and especially by nuns, Old English wimpel, from Proto-Germanic *wimpilaz (source also of Old Saxon wimpal, Old Frisian wimpel, Middle Dutch, Dutch wimpel, Old High German wimpal, German wimpel, Old Norse vimpill), of obscure origin; perhaps from a suffixed, nasalized form of PIE root *weip- ""to turn"" on the notion of ""something that winds around."" Old French guimple (French guimpe) is from Germanic.","wimpel,*wimpilaz,wimpal,wimpel,wimpel,wimpal,wimpel,vimpill,*weip-,guimple,guimpe"
"(wormwood_E, wermod_OE)",wormwood,"c. 1400, folk etymology of Old English wermod ""wormwood, absinthe,"" related to vermouth, but the ultimate etymology is unknown. Compare Old Saxon wermoda, Dutch wermoet, Old High German werimuota, German Wermut. Weekley suggests wer ""man"" + mod ""courage,"" from its early use as an aphrodisiac. Figurative use, however, is usually in reference to its proverbial bitter aftertaste. Perhaps because of the folk etymology, it formerly was used to protect clothes and bedding from moths and fleas. ""A medecyne for an hawke that hath mites. Take the Iuce of wormewode and put it ther thay be and thei shall dye."" [""Book of St. Albans,"" 1486]","wermod,vermouth,wermoda,wermoet,werimuota,Wermut,wer,mod"
"(waterfowl_E, water (n.1)_E, fowl (n.)_E)",waterfowl,"early 14c., from water (n.1) + fowl (n.). Similar formation in Old High German wazzarvogel, Dutch watervogel.","water,fowl,wazzarvogel,watervogel"
"(wireless_E, wire (n.)_E, -less_E)",wireless,"1894, in reference to as a type of telegraph, from wire (n.) + -less. As a noun, ""radio broadcasting,"" attested from 1903, subsequently superseded by radio.","wire,-less,radio"
"(wooded_E, wood (n.)_E)",wooded,"""covered with growing trees,"" c. 1600, from wood (n.).",wood
"(whit_E, na whit_E);(na whit_E, nan wiht_OE);(nan wiht_OE, wiht_E)",whit,"""smallest particle,"" 1520s, from na whit ""no amount"" (c. 1200), from Old English nan wiht, from wiht ""amount,"" originally ""person, human being"" (see wight).","na whit,nan wiht,,wiht,wight"
"(whizbang_E, whizz_E, bang (v.)_E)",whizbang,"also whiz-bang, whizz-bang, 1915, originally a soldier's name for a type of German artillery shell in World War I, so called by the Allied troops in reference to its characteristic sound. From whizz + bang (v.).","whiz-bang,whizz-bang,whizz,bang"
"(witch_E, wicce_OE);(wicce_OE, wicca_OE);(wicca_OE, wiccian_OE)",witch,"Old English wicce ""female magician, sorceress,"" in later use especially ""a woman supposed to have dealings with the devil or evil spirits and to be able by their cooperation to perform supernatural acts,"" fem. of Old English wicca ""sorcerer, wizard, man who practices witchcraft or magic,"" from verb wiccian ""to practice witchcraft"" (compare Low German wikken, wicken ""to use witchcraft,"" wikker, wicker ""soothsayer"").
OED says of uncertain origin; Liberman says ""None of the proposed etymologies of witch is free from phonetic or semantic difficulties."" Klein suggests connection with Old English wigle ""divination,"" and wig, wih ""idol."" Watkins says the nouns represent a Proto-Germanic *wikkjaz ""necromancer"" (one who wakes the dead), from PIE *weg-yo-, from PIE root *weg- ""to be strong, be lively.""
That wicce once had a more specific sense than the later general one of ""female magician, sorceress"" perhaps is suggested by the presence of other words in Old English describing more specific kinds of magical craft. In the Laws of Ælfred (c.890), witchcraft was specifically singled out as a woman's craft, whose practitioners were not to be suffered to live among the West Saxons:
Ða fæmnan þe gewuniað onfon gealdorcræftigan & scinlæcan & wiccan, ne læt þu ða libban.The other two words combined with it here are gealdricge, a woman who practices ""incantations,"" and scinlæce ""female wizard, woman magician,"" from a root meaning ""phantom, evil spirit."" Another word that appears in the Anglo-Saxon laws is lyblæca ""wizard, sorcerer,"" but with suggestions of skill in the use of drugs, because the root of the word is lybb ""drug, poison, charm"" (see leaf (n.)). Lybbestre was a fem. word meaning ""sorceress,"" and lybcorn was the name of a certain medicinal seed (perhaps wild saffron). Weekley notes possible connection to Gothic weihs ""holy"" and German weihan ""consecrate,"" and writes, ""the priests of a suppressed religion naturally become magicians to its successors or opponents."" In Anglo-Saxon glossaries, wicca renders Latin augur (c. 1100), and wicce stands for ""pythoness, divinatricem."" In the ""Three Kings of Cologne"" (c. 1400) wicca translates Magi:
Þe paynyms ... cleped þe iij kyngis Magos, þat is to seye wicchis.The glossary translates Latin necromantia (""demonum invocatio"") with galdre, wiccecræft. The Anglo-Saxon poem called ""Men's Crafts"" (also ""The Gifts of Men"") has wiccræft, which appears to be the same word, and by its context means ""skill with horses."" In a c. 1250 translation of ""Exodus,"" witches is used of the Egyptian midwives who save the newborn sons of the Hebrews: ""Ðe wicches hidden hem for-ðan, Biforen pharaun nolden he ben."" Witch in reference to a man survived in dialect into 20c., but the fem. form was so dominant by 1601 that men-witches or he-witch began to be used. Extended sense of ""old, ugly, and crabbed or malignant woman"" is from early 15c; that of ""young woman or girl of bewitching aspect or manners"" is first recorded 1740. Witch doctor is from 1718; applied to African magicians from 1836.
At this day it is indifferent to say in the English tongue, 'she is a witch,' or 'she is a wise woman.' [Reginald Scot, ""The Discoverie of Witchcraft,"" 1584]","wicce,wicca,wiccian,wikken,wicken,wikker,wicker,witch,wigle,wig, wih,*wikkjaz,*weg-yo-,*weg-,wicce,gealdricge,scinlæce,lyblæca,lybb,leaf,Lybbestre,lybcorn,weihs,weihan,wicca,augur,wicce,divinatricem,wicca,Magi,Magos,necromantia,""demonum invocatio"",galdre, wiccecræft,wiccræft,witches,Witch,men-witches,he-witch,Witch doctor"
"(weel_E, wæl_OE)",weel,"""deep pool,"" Old English wæl ""whirlpool, eddy; pool; sea,"" cognate with West Frisian wiel, Old Low Frankish wal, Middle Dutch wael, German wehl, wehle.","wæl,wiel,wal,wael,wehl,wehle"
"(walk-through_E, walk (v.)_E, through_e)",walk-through,"also walkthrough, 1944, ""an easy part"" (in a theatrical production), from walk (v.) + through. Meaning ""dry run, full rehearsal"" is from 1959, from the notion of ""walking (someone) through"" something.","walkthrough,walk,through"
(wham_E),wham,"""a heavy blow,"" 1923, of echoic origin.",
"(witchcraft_E, wiccecræft_OE);(wiccecræft_OE, wicce_OE, cræft_OE)",witchcraft,"Old English wiccecræft ""witchcraft, magic,"" from wicce (see witch) + cræft ""power, skill"" (see craft). Witchcraft was declared a crime in English law in 1542; trials there peaked in 1580s and 1640s but fell sharply after 1660. The last, in 1717, ended in acquittal. The Witchcraft Act was repealed 1736.","wiccecræft,wicce,witch,cræft,craft"
"(wash-stand_E, wash (v.)_E, stand (n.)_E)",wash-stand,"1789, from wash (v.) + stand (n.).","wash,stand"
"(wipe (v.)_E, wipian_OE);(wipian_OE, *wipjan_PGer);(*wipjan_PGer, *weip-_PIE)",wipe (v.),"Old English wipian ""to wipe, cleanse,"" from Proto-Germanic *wipjan ""to move back and forth"" (source also of Danish vippe, Middle Dutch, Dutch vippen, Old High German wifan ""to swing""), from PIE root *weip- ""to turn, vacillate, tremble.""","wipian,*wipjan,vippe,vippen,wifan,*weip-"
"(wipe (n.)_E, wipe (v.)_E)",wipe (n.),"1640s, ""act of wiping,"" from wipe (v.). From 1708 as ""something used in wiping"" (especially a handkerchief); 1971 as ""disposable absorbent tissue.""",wipe
"(wonderment_E, wonder (v.)_E, -ment_E)",wonderment,"1530s, from wonder (v.) + -ment.","wonder,-ment"
"(war-song_E, war (n.)_E, song (n.)_E)",war-song,"1757, from war (n.) + song (n.).","war,song"
"(wall-eyed_E, wawil-eghed_E/wolden-eiged_E);(wawil-eghed_E/wolden-eiged_E, vagl-eygr_ONor);(vagl-eygr_ONor, vagl_ONor);(vagl_ONor, *walgaz_PGer);(*walgaz_PGer, *wogh-lo-_GPIE);(*wogh-lo-_GPIE, *wegh-_LPIE)",wall-eyed,"c. 1300, wawil-eghed, wolden-eiged, ""having very light-colored eyes,"" also ""having parti-colored eyes,"" from Old Norse vagl-eygr ""having speckled eyes,"" from vagl ""speck in the eye; beam, upper cross-beam, chicken-roots, perch,"" from Proto-Germanic *walgaz, from PIE *wogh-lo-, suffixed form of root *wegh- ""to go, move, transport in a vehicle."" The prehistoric sense evolution would be from ""weigh"" to ""lift,"" to ""hold, support."" Meaning ""having one or both eyes turned out"" (and thus showing much white) is first recorded 1580s.","wawil-eghed,wolden-eiged,vagl-eygr,vagl,*walgaz,*wogh-lo-,*wegh-"
"(weanling_E, wean_E, -ling_E)",weanling,"1530s, from wean + -ling.","wean,-ling"
"(witty_E, wit (n.)_E, -y (2)_E)",witty,"Old English wittig ""clever, wise, sagacious; in one's right mind;"" see wit (n.) ""intellect"" + -y (2). Meaning ""possessing sparkling wit"" is recorded from 1580s. Related: Wittily; wittiness. Middle English had all-witty ""omniscient"" (c. 1400).","wittig,wit,-y,Wittily,wittiness,all-witty"
"(wive_E, wifian_OE);(wifian_OE, wif_OE)",wive,"""to marry (a woman),"" Old English wifian, from wif ""woman"" (see wife). Compare Middle Dutch wiven. Transitive sense ""provide with a wife"" is from 1510s. Related: Wived; wiving.","wifian,,wif,wife,wiven,Wived,wiving"
"(waylay_E, way (n.)_E, lay (v.)_E)",waylay,"""to ambush,"" 1510s, from way (n.) + lay (v.), on model of Middle Low German, Middle Dutch wegelagen ""besetting of ways, lying in wait with evil or hostile intent along public ways."" Related: Waylaid; waylaying.","way,lay,wegelagen,Waylaid,waylaying"
"(weakfish_E, weekvisch_Dut);(weekvisch_Dut, week_Dut)",weakfish,"1838, from Dutch weekvisch, from week ""soft"" (see weak). So called because it does not pull hard when hooked.","weekvisch,week,weak"
"(workforce_E, work (n.)_E, force (n.)_E)",workforce,"1947, from work (n.) + force (n.).","work,force"
"(W.C._E, water-closet_E)",W.C.,"""lavatory,"" by 1871, abbreviation of water-closet.",water-closet
"(woolen_E, wool_E, -en (2)_E)",woolen,"also woollen (chiefly British English), Old English wullen, wyllen ""made of wool,"" from wool + -en (2). Related: Woolens; woollens.","woollen,wullen,wyllen,wool,-en,Woolens,woollens"
"(walnut_E, walhnutu_OE);(walhnutu_OE, wealh_OE, hnutu_OE)",walnut,"Old English walhnutu ""nut of the walnut tree,"" literally ""foreign nut,"" from wealh ""foreign"" (see Welsh) + hnutu (see nut). Compare Old Norse valhnot, Middle Low German walnut, Middle Dutch walnote, Dutch walnoot, German Walnuss, So called because it was introduced from Gaul and Italy, distinguishing it from the native hazel nut. Compare the Late Latin name for it, nux Gallica, literally ""Gaulish nut."" Applied to the tree itself from 1600 (earlier walnut tree, c. 1400).","walhnutu,wealh,Welsh,hnutu,nut,valhnot,walnut,walnote,walnoot,Walnuss,nux Gallica,walnut tree"
"(whatchamacallit_E, What-do-you-call-it_E);(What-do-you-call-it_E, what-calle-ye-hym_E)",whatchamacallit,"1928, compressed form of phrase ""what you may call it."" What-do-you-call-it is from 1630s. Earliest recorded variant is what-calle-ye-hym, attested from late 15c. What's-his-name for ""unspecified person"" is attested from 1690s; variant what's-his-face is first recorded 1967.","What-do-you-call-it,what-calle-ye-hym,What's-his-name,what's-his-face"
"(wren_E, wrenna_OE);(wrenna_OE, werna_OE)",wren,"small, migratory singing bird, Old English wrenna, metathesis variation of earlier werna, a Germanic word of uncertain origin. Compare Icelandic rindill, Old High German wrendo, wrendilo ""wren.""","wrenna,werna,rindill,wrendo, wrendilo"
"(woeful_E, woe_E, -ful_E)",woeful,"early 14c., ""afflicted with sorrow,"" from woe + -ful. Weakened sense of ""very bad"" recorded by 1610s. Related: Woefully; woefulness.","woe,-ful,Woefully,woefulness"
"(warmth_E, wearmth_E);(wearmth_E, *warmitho-_PGer);(*warmitho-_PGer, *warmo-_PGer, -th (2)_href)",warmth,"late 12c., wearmth, Proto-Germanic *warmitho- (source also of Middle Low German wermede, Dutch warmte), from *warmo- (see warm (adj.); also see -th (2)).","wearmth,*warmitho-,wermede,warmte,*warmo-,warm,-th"
"(waistline_e, waist_E, line (n.)_E)",waistline,"also waist-line, 1867, from waist + line (n.).","waist-line,waist,line"
(wedgwood_E),wedgwood,"type of English pottery, 1787, from Josiah Wedgwood (1730-1795), English potter.",Wedgwood
"(willowy_E, willow_E, -y (2)_E)",willowy,"""flexible and graceful,"" 1791, from willow + -y (2). Earlier ""bordered or shaded by willows"" (1751). Willowish is older (1650s) but only in reference to the color of willow leaves. Related: Willowiness.","willow,-y,Willowish,Willowiness"
"(womanish_E, woman_E, -ish_E)",womanish,"late 14c., ""womanly, feminine; resembling a woman;"" of a man or men, ""behaving in the manner of a woman, effeminate,"" from woman + -ish. Related: Womanishly; womanishness.","woman,-ish,Womanishly,womanishness"
